---- burst ----
<MODE: INSERT>
10:51:20 | d
10:51:20 | e
10:51:20 | l
10:51:20 | <Space>
10:51:22 | .
10:51:23 | \
10:51:24 | k
10:51:24 | e
10:51:24 | y
10:51:25 | <Tab>
10:51:25 | <Enter>
10:51:27 | g
10:51:27 | i
10:51:27 | t
10:51:27 | <Space>
10:51:27 | s
10:51:27 | t
10:51:27 | a
10:51:27 | t
10:51:28 | u
10:51:28 | s
10:51:28 | <Enter>
<MODE: INSERT>

